,Название,Описание,Цена,words
268,"Аминокислоты~BSN, Amino X (Амино Икс), 1010 г~BSN, Amino X (Амино Икс), 1010 г, Фруктовый пунш","Amino X – это новейшая разработка от компании BSN, комплекс суперэффективных и быстроусвояимых шипучих БЦАА-аминокислот. Amino X обеспечивают увеличение выносливости и улучшают восстановления организма.* - в скобках указан % от дневной нормыНатуральные и искусственные ароматизаторы, диоксид кремния, лецитин, сукралоза, ацесульфам калия, красители FD&C.Информация для аллергиков: содержит соевые ингредиенты (лецитин).В качестве пищевой добавки, смешайте 1 мерную ложку с 180 мл холодной воды или любого напитка на ваш выбор. Принимайте до, во время или после тренировки. Выпивайте сразу после смешивания с водой. Принимайте как минимум за 20-30 минут до приема пищи или шейка.",2550,"пунш_NOUN,аминокислота_NOUN,амин_ADJ,икс_NOUN,фруктовый_ADJ"
269,"Аминокислоты~MyProtein, 100% L-Ornithine HCL, 250g~MyProtein, 100% L-Ornithine HCL, 250g, Безвкусный","L-Орнитин HCL. Что это такое?Орнитин представляет собой свободную аминокислоту, которая присутствует в организме человека и принимает разные формы в зависимости от того, какой тип аминокислоты нужен. Данная аминокислота быстро трансформируется в широкий ряд полиаминов, а также в аргинин и его производные.В качестве добавки для рациона, данное вещество помогает редуцировать катаболическую активность организма и стимулировать синтез белка. Предполагается, что L-Орнитин является одним из важных компонентов в процессе синтеза мышечной ткани, выступая в качестве строительного материала для организма.Для чего нужен L-Орнитин HCL?Выявлено, что регулярное употребление данной добавки позволяет нормализовать сон и общее эмоциональное состояние. Присутствие достаточного количества вещества в организме помогает спать крепче, засыпать проще и избежать синдрома хронической усталости. Исследования также показали, что добавка помогает справляться с умеренной депрессией.L-Орнитин HCL обладает антикатаболическим действием и активно противодействует процессам деградации мышечной ткани и предотвращает распад протеинов в организме. Считается, что препарат также обладает умеренным анаболическим действием и помогает быстрее наращивать мышечную массу.Клетки организма также используют орнитин и его универсальную молекулярную структуру, чтобы быстро получить дополнительный «стройматериал» для восстановления тканей. Замечено, что орнитин улучшает состояние сердечных мышц и сердечно-сосудистой системы в целом.Из-за нестабильного характера самого орнитина, а также сходных метаболических свойств аргинина, их обычно рекомендуют принимать вместе. Необходимо отметить, что орнитин может провоцировать негативные побочные эффекты в случае передозировки. Не рекомендуется превышать дозу в 10г в течении дня.Вещество также используют для улучшения иммунитета, а ранее он использовался для стимуляции выработки инсулина в организме. Последнее свойство было недавно опровергнуто опытным путем.Кому подойдет L-Орнитин HCL?В незначительных дозах данную добавку могут использовать все. Воздержаться от приема стоит только беременным женщинам. Спортсменам и просто физически активным людям стоит подумать о добавлении этой добавки к рациону питания. Она поможет улучшить регенерацию тканей после тренировок, а также нормализовать эмоциональный фон.",2580,"аминокислота_NOUN,безвкусный_ADJ"
270,"Аминокислоты~RLine, BCAA Extra, 200 грамм, Россия~RLine, BCAA Extra, 200 грамм, Россия, Апельсин","BCAA — это группа из трех аминокислот с разветвленными боковыми цепочками, в которую входят L-лейцин, L-валин и L-изолейцин. Это важнейшая добавка для восстановления после интенсивных тренировок.Основные свойства BCAA:Ускорение снижения жировых отложений во время низкоуглеводной диеты с приемом достаточного количества белка и BCAA.Улучшение выносливости организма во время тренировки путем укрепления центральной нервной системы с помощью BCAA.BCAA стимулирует выработку инсулина при низкой концентрации глюкозы в крови.Увеличение синтеза белка в ответ на силовую тренировку при приеме BCAA, большое количество свободных аминокислот в мышцах непосредственно стимулирует синтез протеина.Состав:Применение: принимайте в тренировочные дни первую порцию BCAA за 30–40 минут до тренировки, вторую сразу после. В нетренировочные дни принимайте BCAA между приемами пищи. Для лучшего восстановления добавьте еще один прием перед сном.",650,"апельсин_NOUN,грамм_NOUN,аминокислота_NOUN,россия_NOUN"
271,"Аминокислоты~SAN, BCAA Boosted Furious, 104,4 г~SAN, BCAA Boosted Furious, 104,4 г, Пунш","S.A.N. BCAA Boosted – добавка для профессиональных спортсменов и новичков, способствующая правильному развитию мускулатуры и увеличению ее объема. В основе продукта – революционная формула незаменимых аминокислот ряда ВСАА, кофеина премиум класса, витаминов и питательных веществ. Регулярное употребление помогает долго сохранять работоспособность, препятствует вялости и хронической усталости.Идеально подойдет для тех, кто придерживается длительной низкокалорийной диеты, служа профилактикой потери мышечной массы. Благотворно влияет на синтез важных гормонов. Нормализует азотистый баланс. Выпускается в форме порошка, который легко растворяется в воде.Преимущества BCAA Boosted:Не содержит углеводов и калорий;Содержит BCAA и Глутамин – вещества, способствующие сохранению мускулатуры по данным научных исследований;Содержит Bета Аланин, буферезующий PH и повышающий выносливость;Повышенная энергия и усиленное сжигание жира с помощью нашей Жиросжигающей Матрицы;Матрица усиления клеточной гидратации и предохранения от утомления.BCAA Boosted для сумасшедшего сжигания жира и роста стальных мышц.Содержание питательных веществ в одной порции (1 мерная ложка = 10,44 г):Природные энергетики (натуральный кофеин, экстракт зерен зеленого кофе [50% хлорогеновая кислота] [семя], экстракт зеленого чая [45% EGCG, 3.2% кофеина][листья]) - 285 мгОбщее содержание кофеина на порцию - 175 мгДругие ингредиенты:Натуральные ароматизаторы, яблочная кислота, свекольный сок порошок (для цвета), лимонная кислота, сукралоза, ацесульфам калияРекомендации по применению:В качестве пищевой добавки, смешайте 1 мерную ложку (10,44 г) с 360 мл холодной воды.",749,"пунш_NOUN,аминокислота_NOUN"
272,"Аминокислоты~RLine, BCAA Extra, 400 грамм, Россия~RLine, BCAA Extra, 400 грамм, Россия, Ананас","BCAA — это группа из трех аминокислот с разветвленными боковыми цепочками, в которую входят L-лейцин, L-валин и L-изолейцин. Это важнейшая добавка для восстановления после интенсивных тренировок.Основные свойства BCAA:Ускорение снижения жировых отложений во время низкоуглеводной диеты с приемом достаточного количества белка и BCAA.Улучшение выносливости организма во время тренировки путем укрепления центральной нервной системы с помощью BCAA.BCAA стимулирует выработку инсулина при низкой концентрации глюкозы в крови.Увеличение синтеза белка в ответ на силовую тренировку при приеме BCAA, большое количество свободных аминокислот в мышцах непосредственно стимулирует синтез протеина.Состав:Применение: принимайте в тренировочные дни первую порцию BCAA за 30–40 минут до тренировки, вторую сразу после. В нетренировочные дни принимайте BCAA между приемами пищи. Для лучшего восстановления добавьте еще один прием перед сном.",829,"грамм_NOUN,аминокислота_NOUN,ананас_NOUN,россия_NOUN"
273,"Аминокислоты~Ultimate Nutrition, BCAA 12000 Powder, 228 г~Ultimate Nutrition, BCAA 12000 Powder, 228 г, Вишня","Незаменимые аминокислоты BCAA, представлены тремя аминокислотами: лейцином, валином и изолейцином, которые играют исключительную роль в интенсивности протекания восстановительных процессов в мышечных тканях.Именно аминокислоты BCAA способны поддерживать целостность мышечных тканей в период силовых тренировок. BCAA выступают в качестве защитников мышечных тканей от разрушительного воздействия катаболических процессов.BCAA – это незаменимые аминокислоты, что подразумевает абсолютную неспособность организма самостоятельно их синтезировать. Поэтому, единственными источниками данных аминокислот являются продукты питания, богатые аминокислотами BCAA и специально разработанные аминокислотные добавки, основным компонентом которых выступают BCAA, такие как порошковая добавка BCAA 12000 Powder от компании Ultimate Nutrition.Каждая порция BCAA 12000 Powder содержит 6000 мг незаменимых аминокислот BCAA. Содержание лейцина по отношению к изолейцину и валину составляет 2:1:1. Абсолютно 100% кристаллизованный BCAA 12000 Powder от компании Ultimate Nutrition способен:Применение:Для потребления BCAA 12000 Powder необходимо смешать одну порцию продукта с 1 стаканом воды (200-300мл). Для достижения наилучшей результативности от приёма BCAA 12000 Powder рекомендуется принимать по одной порции после тренировки и между приёмами пищи. Для профессиональных атлетов, чья программа силового тренинга подразумевает колоссальные нагрузки, рекомендуется потреблять за один прием 2 мерные ложки BCAA.Состав:Количество питательных веществ в одной порции (одна ложка = 6 г):Другие ингредиенты: waxy maize, лецитин.Рекомендации по применению: добавьте одну порцию в 180–220 мл воды или Вашего любимого напитка. Принимайте между приемами пищи и сразу после тренировки.Порций в упаковке: 67.",850,"аминокислота_NOUN,вишня_NOUN"
274,"Аминокислоты~Level Up, AminoBlast BCAA Powder, 252 г~Level Up, AminoBlast BCAA Powder, 252 г, Вишня","Группа из трех аминокислот с разветвленными боковыми цепочками, в которую входят лейцин, валин и изолейцин. Это важнейшая добавка для восстановления после интенсивных тренировок. В качестве сырья используется быстрорастворимая форма BCAA — Aminoblast ® производства Glanbia Nutrition.Ингредиенты (для продукта со вкусовыми добавками)L-лейцин, L-валин, L-изолейцин, лимонная кислота, ароматизатор идентичный натуральному, подсластитель сукралоза, пищевые красители натуральные: FruitMax Yellow Pear WSP, свекольный B-35-WSP1 порция (9 г)Энергетическая ценность: 10 кКал / 42 кДжИнгредиенты (для продукта без вкусовых добавок)L-лейцин, L-валин, L-изолейцин в пропорции 2:1:1.1 порция (9 г)Энергетическая ценность: 10 кКал / 42 кДжРекомендации по применению1. Для получения готового напитка смешайте 1 мерную ложку BCAA без вкусовых добавок (9 г) с 100?200 мл воды или любого напитка на ваш выбор.2. Для получения готового напитка смешайте 1 мерную ложку BCAA со вкусовыми добавками (9 г) с 200?400 мл воды или любого напитка на ваш выбор.",897,"аминокислота_NOUN,вишня_NOUN"
275,"Аминокислоты~Optimum Nutrition, Amino Energy (Амино энерджи), 270 г~Optimum Nutrition, Amino Energy (Амино энерджи), 270 г, Арбуз","Для достижения спортивной формы необходимо потратить много сил в спортзале. Essential AmiN.O. Energy поможет вам в достижении поставленной цели. Оптимальное соотношение быстроусвояемых микронизированных аминокислот в свободной форме, включая особо важные для строительства мышц аминокислоты с разветвленными цепочками (BCAA) и аргинин для лучшего наполнения мышц кислородом плюс натуральные энергетики и бета-аланин, помогут вам перейти на новый уровень развития мышц.Содержание питательных веществ в одной порции (2 мерных ложки = 9 г): Калорийность – 10 ккалУглеводы – 2 гСмесь аминокислот – 5 гМикронизированный Таурин, микронизированный Л-Глутамин, микронизированный Л-Аргинин, микронизированный Л-Лейцин, CarnoSyn® Бета-Аланин, микронизированный Цитруллин, микронизированный Л-Изолейцин, микронизированный Л-Валин, микронизированный Л-Тирозин, микронизированный Л-Гистидин, микронизированный Л-Лизин, микронизированный Л-Фенилаланин, микронизированный Л-Треонин, микронизированный Л-МетионинЭнергетическая смесь – 160 мгКофеин (из Зеленого чая), Зеленого чая экстракт (Camellia Sinensis)(листья)(стандартизирован EGCG), Зеленого кофе экстрактДругие ингредиенты: лимонная кислота, натуральные и искусственные ароматизаторы, инулин, краситель, винная кислота, диоксид кремния, кальция силикат, камеди (целлюлозная, ксантановая, каррагинан), сукралоза, краситель FD&C.Рекомендации по применению:Принимайте 2 мерных ложки (9 г) с 200 мл воды за 20 мин до тренировки, в течение дня – дополнительно 1–2 порции.Порций в упаковке: 30.",1140,"энерджи_NOUN,арбуз_NOUN,амин_ADJ,аминокислота_NOUN"
276,"Аминокислоты~Optimum Nutrition, Amino Energy (Амино энерджи), 300 г~Optimum Nutrition, Amino Energy (Амино энерджи), 300 г, Ваниль","Для достижения спортивной формы необходимо потратить много сил в спортзале. Essential AmiN.O. Energy поможет вам в достижении поставленной цели. Оптимальное соотношение быстроусвояемых микронизированных аминокислот в свободной форме, включая особо важные для строительства мышц аминокислоты с разветвленными цепочками (BCAA) и аргинин для лучшего наполнения мышц кислородом плюс натуральные энергетики и бета-аланин, помогут вам перейти на новый уровень развития мышц.Содержание питательных веществ в одной порции (2 мерных ложки = 10 г): Калорийность – 10 ккалУглеводы – 2 гСмесь аминокислот – 5 гМикронизированный Таурин, микронизированный Л-Глутамин, микронизированный Л-Аргинин, микронизированный Л-Лейцин, CarnoSyn® Бета-Аланин, микронизированный Цитруллин, микронизированный Л-Изолейцин, микронизированный Л-Валин, микронизированный Л-Тирозин, микронизированный Л-Гистидин, микронизированный Л-Лизин, микронизированный Л-Фенилаланин, микронизированный Л-Треонин, микронизированный Л-МетионинЭнергетическая смесь – 160 мгКофеин (из Зеленого чая), Зеленого чая экстракт (Camellia Sinensis)(листья)(стандартизирован EGCG), Зеленого кофе экстрактДругие ингредиенты: лимонная кислота, натуральные и искусственные ароматизаторы, инулин, краситель, винная кислота, диоксид кремния, кальция силикат, камеди (целлюлозная, ксантановая, каррагинан), сукралоза, краситель FD&C.Рекомендации по применению:Принимайте 2 мерных ложки (9 г) с 200 мл воды за 20 мин до тренировки, в течение дня – дополнительно 1–2 порции.Порций в упаковке: 30.",1150,"энерджи_NOUN,ваниль_NOUN,амин_ADJ,аминокислота_NOUN"
277,"Аминокислоты~Level Up, BCAA Energy, 250 г~Level Up, BCAA Energy, 250 г, Вишня","Описание LevelUp BCAA EnergyПредставленный комплекс – это ценные энергетические нутриенты и высококачественные ВСАА. ВСАА представлены тремя группами: L-лейцином, L-валином, L-изолейцином в соотношении 2:1:1. Продукт обеспечивает организм дополнительным количеством энергии во время занятий в зале, способствуя быстрому восстановлению по завершению тренировки. Основным сырьем является ВСАА — Aminoblast ® в быстрорастворимой форме.Как принимать?Для того чтобы приготовить коктейль, нужно смешать содержимое одной мерной ложки (10 грамм) с 300 миллилитрами воды. Пить можно перед тренировкой или сразу после ее завершения.Состав LevelUp BCAA EnergyИнгредиенты: L-лейцин, L-валин, L-изолейцин, бета аланин, таурин, кофеин безводный, лимонная кислота, ароматизатор идентичный натуральному, подсластитель сукралоза, натуральный краситель.Порция 10 г, Количество порций - 25Содержание    10 гЭнергетическая ценность - 29 кКал / 122 кДжAminoblast ® L-лейцин, L-валин, L-изолейцин в пропорции 2:1:1 - 7,32 г",1198,"аминокислота_NOUN,вишня_NOUN"
278,"Аминокислоты~BSN, Amino X Edge (Амино Икс Эйдж), 420 г~BSN, Amino X Edge (Амино Икс Эйдж), 420 г, Клубника/апельсин","BSN Amino X Edge. БЦАА с характером предтренаНовая формула докажет, что амино в смеси с кофеином — лучший способ улучшить тренировочные показатели. Предельно эффективная матрица для стимуляции построена на чистых ингредиентах, о которых расскажет состав BSN Amino X Edge. Ключевые элементы распределены по трём смесям.Основное отличие старой версии от новой присутствие кофеина. Это уже не тривиальные БЦАА, а предтрен с хорошим потенциалом для стимуляции предстоящего тренинга. На порцию приходится 125 мг кофеина и ноль сахара. этой формулой вы получите качественную комбинацию из ингредиентов для восстановления и энергии. БЦАА с кофеином заставят даже самые упрямые мускулы расти.Натуральные ингредиенты обеспечивают отличную усвояемость, что позволяет купить BSN Amino X Edge и быть уверенным в его эффективности. Это предтрен нового поколения, где вместо бешеного сердцебиения гарантированы выносливость и абсолютная концентрация.Вычеркните катаболизм из своей жизни и насладитесь ростом мускулов!Питательный состав одной порции (1 мерная ложка - 15 г) продукта:Другие ингредиенты: Пищевая сода, природный натуральный подсластитель (сукралоза), ароматизирующие добавки, лецитин.Как принимать BSN Amino X EdgeНа скуп возьмите 180 – 240 мл жидкости. Пейте до/во время и после занятия.Противопоказания: В составе содержится соевый лецитин – продукт не желателен для аллергиков. В случае необходимости и возможных отклонений в состоянии здоровья, перед употреблением продукта лучше всего проконсультироваться с врачом.",1244,"апельсин_NOUN,аминокислота_NOUN,клубника_NOUN,амин_ADJ,икс_NOUN"
279,"Аминокислоты~Cellucor, Alpha Amino, 381 г~Cellucor, Alpha Amino, 381 г, Ежевика","После тяжелой тренировки или длинного забега, когда нужен рывок перед последним подходом или за несколько минут до конца игры вам может помочь комплекс Alpha Amino от Cellucor. Он обеспечит вас силой для продолжения тренировки или состязания в начальном темпе, а также даст топливо для быстрого восстановления. В его формулу включены различные аминокислоты, в том числе BCAA, усиленные ингредиентами, которые поддерживают оптимальный уровень жидкости в теле, чтобы работоспособность не падала.Аминокислотный комплекс Alpha Amino от CellucorCellucor Alpha Amino:BCAA и другие аминокислоты для повышения выносливости и заряда энергииВ формулу комплекса Alpha Amino от Cellucor включены 14 аминокислот, в том числе BCAA в соотношении 2:1:1 в составе смеси 3X Leucine Matrix. BCAA известны тем, что поддерживают мышечный рост, выносливость и восстановление, однако 3X Leucine Matrix в составе данного комплекса идет на шаг впереди самих BCAA, поскольку включает уже готовые к усвоению лейцин, нитрат лейцина и пептиды лейцина. Данный набор разных форм лейцина повышает способность тела к мышечному росту, сохраняет запасы гликогена и предупреждает распад мышечной массы.К тому же известно, что большое количество аминокислот в мышцах может не только расходоваться на их рост, но также идти на топливные нужды. Так они сохраняют собственный белок от распада. Поэтому такой вид спортивного питания для вас может быть очень выгодным со всех точек зрения.Экстракты из семян чиа и кокосового молока, а также смесь Hydromax для гидратацииИзвестно, что степень выносливости организма зависит не только от его энергетических ресурсов, но и от его обеспеченности жидкостью. Если в теле будет дефицит воды, то о высокой работоспособности можно и не мечтать. Ведь в условиях тренировок и соревнований запасы жидкости расходуются быстрее обычного. Поэтому для поддержания нормального уровня жидкости в вашем теле, в состав Alpha Amino включена специальная смесь для гидратации. В ее основе находятся экстракты из семян чиа и кокосового молока, а также Hydromax. Благодаря им способность организма накапливать жидкость в тканях резко увеличивается.1 порция (12.7 г) содержит:Дополнительные ингредиенты: Лимонная кислота, натуральные и искусственные ароматизаторы, диоксид кремния (кремнезём), силикат кальция, сукралоза, ацесульфам калияПрименение:Смешайте одну мерную ложку (12,7 г) с 240-360 мл холодной воды или другого напитка.",1311,"ежевика_NOUN,аминокислота_NOUN"
280,"Аминокислоты~Cellucor, BCAA Cor- Performance, 270 г~Cellucor, BCAA Cor- Performance, 270 г, арбуз","Cellucor COR-Performance BCAA содержит клинически исследованные порции BCAA, бета-аланина, цитруллина и HICA, которые помогут атлетам наращивать мышечную массу, поддерживать максимально возможную мощность и быстро восстанавливаться после тренировок.В одной мерной ложке Cellucor COR-Performance BCAA содержится:Лейцин, валин и изолейцин, или BCAA, имеющиеся в составе COR-Performance BCAA, являются основным материалом для наращивания мышечной массы, поскольку составляют треть всех аминокислот в мышцах. Они принимают важное участие в процессах анаболизма и восстановления. BCAA не похожи на остальные аминокислоты тем, что они метаболизируются в скелетных мышцах, поэтому их можно рассматривать как основной источник энергии для них. Они способны повышать спортивные показатели и улучшать состояние здоровья.Если более подробно остановиться на их функции в увеличении объема мышц, то обязательно следует отметить ключевую роль лейцина, поскольку данная аминокислота активирует особый анаболический агент mTOR, который регулирует выработку нового белка. При необходимом количестве лейцина mTOR запускает синтез белка, контролируя интенсивность анаболических процессов.Кроме того, BCAA стимулируют производство инсулина, который способствует транспортировке глюкозы из крови в ткани и ее превращению в скелетных мышцах и печени в гликоген – важный запасной источник энергии, высвобождаемый во время напряженных и интенсивных тренировок.Показывать все, на что вы способны на каждой тренировке, поможет вам аминокислота бета-аланин. Она эффективно устраняет мышечные боли после тренировки и ускоряет восстановление после травм, что было многократно подтверждено исследованиями. Бета-аланин также является эффективным средством в борьбе с усталостью, т.к. предотвращает слишком интенсивное накопление молочной кислоты в мышцах, что часто случается во время тренировок.Таким образом, бета-аланин проявляет себя как защитник мышечной ткани: за счет улучшения выносливости он косвенно способствует увеличению интенсивности тренировок и росту мышц. После его приема некоторые атлеты могут ощущать легкое покалывание, что является обычной проходящей реакцией организма, которая, кстати, наблюдается не у всех.Цитруллин помогает улучшить производительность организма, усилить снабжение кровью мышечные ткани и ускорить процессы восстановления после тренировок. Часто его комбинируют с BCAA, что нашло отражение и в формуле COR-Performance BCAA, поскольку он улучшает их усвоение.HICA или альфа-гидрокси-изокапроновая кислота является метаболитом, т.е. продуктом распада, лейцина. Она представляет собой мощный натуральный не гормональный стимулятор роста мышечной ткани как у мужчин, так и у женщин.Особенности HICA:Одна порция (11,4 г) содержит:Другие ингредиенты: лимонная кислота, кальций-гидрокси-изокапроновая кислота (HICA), натуральные и искусственные ароматизаторы, хлорид натрия, силикат кальция, диоксид кремния, сукралоза, ацесульфам калияПрименениеСмешайте одну или две мерные ложки продукта с 230 мл холодной воды или другого напитка и выпейте после тренировки.",1350,"арбуз_NOUN,аминокислота_NOUN"
281,"Аминокислоты~Level Up, AminoBlast BCAA Powder, 500 г~Level Up, AminoBlast BCAA Powder, 500 г, Апельсин","Aminoblast представляет собой быстрорастворимую форму BCAA, которая незаменима в арсенале любого атлета! Отличная добавка российского производства позволяет организму быстро восстанавливаться, содержит набор из 3 аминокислот с разветвленными боковыми цепочками. Aminoblast превосходен для регенерации после изнурительных спортивных тренировок или соревнований. При изготовлении применяются сверхчистые BCAA, произведенные компанией Glanbia Nutrition по запатентованной технологии.Состав на 1 порцию (9 грамм ) :Энергетическая ценность 33 КкалИнгредиенты: лейцин, валин, изолейцин, лимонная кислота, ароматизатор идентичный натуральному, подсластитель сукралоза, натуральный краситель.Рекомендации по приему: размешайте одну мерную ложку продукта в воде, молоке или другом напитке, который вы предпочитаете (вариант без вкусовых добавок – в 150?250 мл, с добавками – в 200?450 мл). Принимать по три раза ежедневно между большими приемами пищи, за час до физической активности и сразу после нее.Порция : 9 граммКоличество порций: 56",1549,"апельсин_NOUN,аминокислота_NOUN"
282,"Аминокислоты~RLine, BCAA Extra, 1000 грамм, Россия~RLine, BCAA Extra, 1000 грамм, Россия, Клюква","BCAA — это группа из трех аминокислот с разветвленными боковыми цепочками, в которую входят L-лейцин, L-валин и L-изолейцин. Это важнейшая добавка для восстановления после интенсивных тренировок.Основные свойства BCAA:Ускорение снижения жировых отложений во время низкоуглеводной диеты с приемом достаточного количества белка и BCAA.Улучшение выносливости организма во время тренировки путем укрепления центральной нервной системы с помощью BCAA.BCAA стимулирует выработку инсулина при низкой концентрации глюкозы в крови.Увеличение синтеза белка в ответ на силовую тренировку при приеме BCAA, большое количество свободных аминокислот в мышцах непосредственно стимулирует синтез протеина.СоставСостав на порцию 5 г.:Энергетическая ценность 20 КкалПрименение: принимайте в тренировочные дни первую порцию BCAA за 30–40 минут до тренировки, вторую сразу после. В нетренировочные дни принимайте BCAA между приемами пищи. Для лучшего восстановления добавьте еще один прием перед сном.",1781,"клюква_NOUN,грамм_NOUN,аминокислота_NOUN,россия_NOUN"
283,"Аминокислоты~Cellucor, Alpha Amino, 635 г~Cellucor, Alpha Amino, 635 г, Фруктовый пунш","После тяжелой тренировки или длинного забега, когда нужен рывок перед последним подходом или за несколько минут до конца игры вам может помочь комплекс Alpha Amino от Cellucor. Он обеспечит вас силой для продолжения тренировки или состязания в начальном темпе, а также даст топливо для быстрого восстановления. В его формулу включены различные аминокислоты, в том числе BCAA, усиленные ингредиентами, которые поддерживают оптимальный уровень жидкости в теле, чтобы работоспособность не падала.Аминокислотный комплекс Alpha Amino от CellucorCellucor Alpha Amino:BCAA и другие аминокислоты для повышения выносливости и заряда энергииВ формулу комплекса Alpha Amino от Cellucor включены 14 аминокислот, в том числе BCAA в соотношении 2:1:1 в составе смеси 3X Leucine Matrix. BCAA известны тем, что поддерживают мышечный рост, выносливость и восстановление, однако 3X Leucine Matrix в составе данного комплекса идет на шаг впереди самих BCAA, поскольку включает уже готовые к усвоению лейцин, нитрат лейцина и пептиды лейцина. Данный набор разных форм лейцина повышает способность тела к мышечному росту, сохраняет запасы гликогена и предупреждает распад мышечной массы.К тому же известно, что большое количество аминокислот в мышцах может не только расходоваться на их рост, но также идти на топливные нужды. Так они сохраняют собственный белок от распада. Поэтому такой вид спортивного питания для вас может быть очень выгодным со всех точек зрения.Экстракты из семян чиа и кокосового молока, а также смесь Hydromax для гидратацииИзвестно, что степень выносливости организма зависит не только от его энергетических ресурсов, но и от его обеспеченности жидкостью. Если в теле будет дефицит воды, то о высокой работоспособности можно и не мечтать. Ведь в условиях тренировок и соревнований запасы жидкости расходуются быстрее обычного. Поэтому для поддержания нормального уровня жидкости в вашем теле, в состав Alpha Amino включена специальная смесь для гидратации. В ее основе находятся экстракты из семян чиа и кокосового молока, а также Hydromax. Благодаря им способность организма накапливать жидкость в тканях резко увеличивается.1 порция (12.7 г) содержит:Дополнительные ингредиенты: Лимонная кислота, натуральные и искусственные ароматизаторы, диоксид кремния (кремнезём), силикат кальция, сукралоза, ацесульфам калияПрименениеСмешайте одну мерную ложку (12,7 г) с 240-360 мл холодной воды или другого напитка.",1812,"фруктовый_ADJ,пунш_NOUN,аминокислота_NOUN"
